2555	(0,0,0)	36990.3244785217	zageszczarki jednokierunkowe
3214	(0,0,1)	36982.58535827631	koparki zbierakowe
23	(0,0,2)	36954.88582532014	zageszczarki jednokierunkowe
13728	(0,0,3)	36945.39823994112	koparki zbierakowe
10788	(0,0,4)	36903.46607397473	zageszczarki nawrotne
8944	(0,0,5)	36886.78323237405	zageszczarki jednokierunkowe
2827	(0,0,6)	36883.977294251796	koparki zbierakowe
12830	(0,0,7)	36872.87826131583	zageszczarki nawrotne
2112	(0,0,8)	36869.10685283291	koparki chwytakowe
13	(0,0,9)	36857.09096579694	koparki zbierakowe
6736	(0,0,10)	36762.30670152369	wywrotki uniwersalne
8800	(0,0,11)	36755.252530304126	zageszczarki nawrotne
11577	(0,0,12)	36736.3157131603	zageszczarki nawrotne
10714	(0,0,13)	36714.86612197159	zageszczarki nawrotne
12419	(0,0,14)	36624.12568745661	zageszczarki nawrotne
5331	(0,0,15)	36465.55852937547	koparki chwytakowe
11445	(0,0,16)	36461.67430667003	koparki zbierakowe
12465	(0,0,17)	36423.4851452224	zageszczarki jednokierunkowe
592	(0,0,18)	36330.34547533781	koparki zbierakowe
9545	(0,0,19)	36301.445070642716	zageszczarki nawrotne
10225	(0,0,20)	36260.68216158775	koparki chwytakowe
11741	(0,0,21)	36224.291125468015	zageszczarki nawrotne
8751	(0,0,22)	36200.90619668512	zageszczarki nawrotne
13032	(0,0,23)	36159.367658647	koparki chwytakowe
6799	(0,0,24)	36139.804964577124	zageszczarki jednokierunkowe
7212	(0,0,25)	35956.94709090774	koparki zbierakowe
7207	(0,0,26)	35951.94612235615	koparki chwytakowe
1758	(0,0,27)	35942.63576429733	zageszczarki jednokierunkowe
13982	(0,0,28)	35901.070373411785	wywrotki uniwersalne
14156	(0,0,29)	35834.744405896556	koparki chwytakowe
3721	(0,1,0)	35781.81557376316	zageszczarki nawrotne
3219	(0,1,1)	35765.47481736599	koparki chwytakowe
4719	(0,1,2)	35737.3040307664	zageszczarki jednokierunkowe
11283	(0,1,3)	35624.35323690074	koparki chwytakowe
4714	(0,1,4)	35494.69867395289	zageszczarki jednokierunkowe
1566	(0,1,5)	35322.98021514294	koparki chwytakowe
4621	(0,1,6)	35310.22708807426	koparki chwytakowe
4632	(0,1,7)	35253.99293253586	zageszczarki jednokierunkowe
10127	(0,1,8)	35221.277726669534	zageszczarki jednokierunkowe
9692	(0,1,9)	35210.6467812911	koparki zbierakowe
10252	(0,1,10)	35193.180981134945	koparki chwytakowe
10879	(0,1,11)	35174.760178802055	zageszczarki nawrotne
8811	(0,1,12)	35092.69063554373	koparki zbierakowe
14700	(0,1,13)	35065.32385182868	koparki zbierakowe
11134	(0,1,14)	35051.007128633675	koparki zbierakowe
3603	(0,1,15)	34993.57921646291	wywrotki uniwersalne
9227	(0,1,16)	34964.61027224676	wywrotki uniwersalne
9041	(0,1,17)	34906.90486287115	koparki zbierakowe
5753	(0,1,18)	34895.82164190993	koparki zbierakowe
11736	(0,1,19)	34780.93549631032	zageszczarki jednokierunkowe
14894	(0,1,20)	34762.10563929028	koparki chwytakowe
937	(0,1,21)	34743.20079621084	wywrotki uniwersalne
1943	(0,1,22)	34737.349351158526	wywrotki uniwersalne
505	(0,1,23)	34737.06173285219	koparki chwytakowe
5659	(0,1,24)	34710.052637706176	zageszczarki nawrotne
14031	(0,1,25)	34690.139486309774	koparki chwytakowe
5876	(0,1,26)	34616.98474188745	zageszczarki jednokierunkowe
12496	(0,1,27)	34610.092278395176	zageszczarki nawrotne
13721	(0,1,28)	34578.60089016492	koparki zbierakowe
5840	(0,1,29)	34550.98350484096	zageszczarki jednokierunkowe
14289	(0,2,0)	34527.99385471088	koparki zbierakowe
6402	(0,2,1)	34520.106297351835	zageszczarki jednokierunkowe
7280	(0,2,2)	34519.149837081764	zageszczarki nawrotne
3663	(0,2,3)	34517.64511069762	koparki zbierakowe
6621	(0,2,4)	34353.63328680818	wywrotki uniwersalne
13906	(0,2,5)	34331.44832760848	koparki zbierakowe
9800	(0,2,6)	34317.16852693344	koparki zbierakowe
2015	(0,2,7)	34298.37599517484	zageszczarki nawrotne
6050	(0,2,8)	34290.28056843511	koparki chwytakowe
14783	(0,2,9)	34281.874665861535	zageszczarki jednokierunkowe
10171	(0,2,10)	34272.71868066874	koparki chwytakowe
7687	(0,2,11)	34213.25950940394	koparki chwytakowe
1074	(0,2,12)	34125.84490106634	koparki chwytakowe
6941	(0,2,13)	34050.006322792535	zageszczarki jednokierunkowe
989	(0,2,14)	34039.23581092756	zageszczarki jednokierunkowe
12305	(0,2,15)	34026.57877775497	koparki zbierakowe
3419	(0,2,16)	34026.239458441814	koparki zbierakowe
14089	(0,2,17)	34024.779513101676	wywrotki uniwersalne
6141	(0,2,18)	33979.5519364127	koparki chwytakowe
3112	(0,2,19)	33959.648443078564	koparki zbierakowe
209	(0,2,20)	33940.79943307453	koparki zbierakowe
8228	(0,2,21)	33936.96293400049	koparki chwytakowe
14424	(0,2,22)	33912.21727393492	koparki chwytakowe
5337	(0,2,23)	33910.41641772655	zageszczarki nawrotne
9342	(0,2,24)	33886.93955824357	koparki zbierakowe
5733	(0,2,25)	33853.91212853378	wywrotki uniwersalne
12735	(0,2,26)	33830.88737356209	zageszczarki nawrotne
6791	(0,2,27)	33829.81988228813	koparki chwytakowe
12132	(0,2,28)	33811.1636387626	zageszczarki jednokierunkowe
3957	(0,2,29)	33781.82066656895	zageszczarki jednokierunkowe
6295	(0,3,0)	33756.832903733164	zageszczarki jednokierunkowe
6324	(0,3,1)	33751.7189670159	koparki zbierakowe
12545	(0,3,2)	33737.2650925325	zageszczarki nawrotne
6509	(0,3,3)	33712.911018942286	zageszczarki jednokierunkowe
11433	(0,3,4)	33706.612748909865	zageszczarki nawrotne
13805	(0,3,5)	33637.936694331154	zageszczarki jednokierunkowe
8337	(0,3,6)	33628.63189448977	zageszczarki nawrotne
6000	(0,3,7)	33608.70577565374	koparki chwytakowe
9280	(0,3,8)	33546.25033740946	zageszczarki jednokierunkowe
8261	(0,3,9)	33499.62583123937	wywrotki uniwersalne
7461	(0,3,10)	33486.735426274645	koparki chwytakowe
8201	(0,3,11)	33470.88744449396	zageszczarki nawrotne
7382	(0,3,12)	33454.533784245825	wywrotki uniwersalne
8075	(0,3,13)	33398.945382151716	zageszczarki nawrotne
12810	(0,3,14)	33354.28567303494	koparki chwytakowe
2239	(0,3,15)	33338.9298970123	koparki chwytakowe
9787	(0,3,16)	33286.73253848966	koparki zbierakowe
11447	(0,3,17)	33172.435023986305	koparki chwytakowe
6340	(0,3,18)	33126.889281775715	koparki zbierakowe
7618	(0,3,19)	33103.83064648062	koparki zbierakowe
8932	(0,3,20)	33093.41490437267	koparki zbierakowe
883	(0,3,21)	33019.93787990128	zageszczarki jednokierunkowe
4064	(0,3,22)	32992.05770068628	zageszczarki jednokierunkowe
10024	(0,3,23)	32864.28554658839	zageszczarki jednokierunkowe
4232	(0,3,24)	32819.5368196555	koparki chwytakowe
12560	(0,3,25)	32818.86595920052	koparki chwytakowe
3955	(0,3,26)	32759.66032443352	koparki zbierakowe
627	(0,3,27)	32686.298996683967	zageszczarki jednokierunkowe
5107	(0,3,28)	32682.112004585393	zageszczarki nawrotne
11123	(0,3,29)	32676.923511207136	zageszczarki nawrotne
7324	(0,4,0)	32673.103391898134	zageszczarki nawrotne
9515	(0,4,1)	32621.644651866663	koparki chwytakowe
4541	(0,4,2)	32608.730091210724	koparki chwytakowe
632	(0,4,3)	32578.0602394676	olej napendowy
11981	(0,4,4)	32566.876048734586	benzyna ekstrakcyjna
12249	(0,4,5)	32556.811124102624	koparki zbierakowe
9331	(0,4,6)	32554.00635740571	ciecze pitne
12425	(0,4,7)	32533.09383921022	wywrotki uniwersalne
11252	(0,4,8)	32514.5165899704	substancje chemiczne
2137	(0,4,9)	32498.268268393054	zageszczarki nawrotne
9155	(0,4,10)	32442.5755515183	substancje chemiczne
6212	(0,4,11)	32430.315157768633	wywrotki uniwersalne
9182	(0,4,12)	32428.063468903325	koparki zbierakowe
2110	(0,4,13)	32426.49632933724	zageszczarki nawrotne
13496	(0,4,14)	32415.083209436143	zageszczarki nawrotne
10334	(0,4,15)	32412.821284354624	olej napendowy
4991	(0,4,16)	32379.34497309209	wywrotki uniwersalne
5425	(0,4,17)	32355.24446785364	benzyna lakowa
13271	(0,4,18)	32348.16412231482	substancje chemiczne
2655	(0,4,19)	32341.252919008366	zageszczarki jednokierunkowe
440	(0,4,20)	32336.216403076764	wywrotki uniwersalne
14305	(0,4,21)	32329.02106073274	zageszczarki jednokierunkowe
9051	(0,4,22)	32328.84901504179	benzyna lakowa
11681	(0,4,23)	32323.643108389573	substancje chemiczne
8928	(0,4,24)	32294.594181676566	ciecze pitne
11811	(0,4,25)	32269.98630378924	koparki zbierakowe
6090	(0,4,26)	32257.472217070197	zageszczarki nawrotne
13173	(0,4,27)	32242.19669065815	zageszczarki jednokierunkowe
4026	(0,4,28)	32230.93450955228	koparki zbierakowe
6147	(0,4,29)	32173.4635639624	zageszczarki nawrotne
14577	(0,5,0)	32149.901519735664	benzyna lakowa
13565	(0,5,1)	32117.9357654498	zageszczarki jednokierunkowe
8817	(0,5,2)	32113.553758931557	olej napendowy
14657	(0,5,3)	32104.41226121058	zageszczarki jednokierunkowe
5098	(0,5,4)	32094.92705230458	zageszczarki jednokierunkowe
4906	(0,5,5)	32088.36302383701	wywrotki uniwersalne
5701	(0,5,6)	32054.643036662783	koparki chwytakowe
554	(0,5,7)	32029.16347885455	substancje chemiczne
7437	(0,5,8)	32021.19720165433	ciecze pitne
14503	(0,5,9)	32012.240883163344	olej napendowy
10513	(0,5,10)	32007.69002998341	benzyna lakowa
5418	(0,5,11)	31981.539014873764	zageszczarki jednokierunkowe
10411	(0,5,12)	31953.285274001875	benzyna ekstrakcyjna
1834	(0,5,13)	31942.10763895835	koparki zbierakowe
8789	(0,5,14)	31913.00019205309	ciecze pitne
973	(0,5,15)	31910.678561728586	zageszczarki jednokierunkowe
5697	(0,5,16)	31902.46033466353	olej napendowy
2277	(0,5,17)	31877.14974366468	ciecze pitne
7436	(0,5,18)	31836.106693172067	olej napendowy
9750	(0,5,19)	31830.677036645295	koparki chwytakowe
5686	(0,5,20)	31829.611432418624	koparki chwytakowe
6783	(0,5,21)	31829.11165602467	zageszczarki nawrotne
11404	(0,5,22)	31813.183715559735	benzyna ekstrakcyjna
14090	(0,5,23)	31812.359690677724	benzyna lakowa
9445	(0,5,24)	31808.546428464222	wywrotki uniwersalne
2218	(0,5,25)	31798.606863520494	zageszczarki jednokierunkowe
8180	(0,5,26)	31797.914646373727	benzyna ekstrakcyjna
12054	(0,5,27)	31751.99618230408	zageszczarki nawrotne
12024	(0,5,28)	31751.4605991769	substancje chemiczne
12137	(0,5,29)	31723.78775122469	zageszczarki jednokierunkowe
6511	(0,6,0)	31713.75261351857	wywrotki uniwersalne
3737	(0,6,1)	31703.11996735393	benzyna ekstrakcyjna
14614	(0,6,2)	31681.233824600036	olej napendowy
3945	(0,6,3)	31678.06010678515	benzyna lakowa
3239	(0,6,4)	31672.017917745903	zageszczarki nawrotne
1979	(0,6,5)	31671.492058725118	zageszczarki jednokierunkowe
10256	(0,6,6)	31648.305340012415	olej napendowy
7244	(0,6,7)	31631.358250779984	benzyna lakowa
2431	(0,6,8)	31628.732846630042	koparki zbierakowe
128	(0,6,9)	31613.506458370157	wywrotki uniwersalne
333	(0,6,10)	31562.105287742845	zageszczarki nawrotne
5673	(0,6,11)	31495.20780595309	benzyna lakowa
9213	(0,6,12)	31483.75205903166	zageszczarki nawrotne
5525	(0,6,13)	31460.692481245642	wywrotki uniwersalne
6897	(0,6,14)	31456.896288318458	wywrotki uniwersalne
4344	(0,6,15)	31424.233084766314	olej napendowy
14245	(0,6,16)	31423.05808047716	koparki zbierakowe
12294	(0,6,17)	31416.199596946186	koparki zbierakowe
11963	(0,6,18)	31407.451865876516	wywrotki uniwersalne
5151	(0,6,19)	31394.83408031602	zageszczarki jednokierunkowe
13063	(0,6,20)	31383.316716883808	benzyna ekstrakcyjna
2353	(0,6,21)	31375.740223062006	zageszczarki jednokierunkowe
8710	(0,6,22)	31347.681813757703	ciecze pitne
4912	(0,6,23)	31339.75355081865	olej napendowy
13287	(0,6,24)	31297.987099347152	substancje chemiczne
6946	(0,6,25)	31294.85964623894	zageszczarki jednokierunkowe
9566	(0,6,26)	31284.355626152603	benzyna ekstrakcyjna
2242	(0,6,27)	31256.007427000444	zageszczarki nawrotne
7572	(0,6,28)	31230.530408728948	benzyna lakowa
4050	(0,6,29)	31174.95628198841	koparki chwytakowe
9097	(0,7,0)	31149.844752578563	zageszczarki nawrotne
9242	(0,7,1)	31147.634967201273	ciecze pitne
7560	(0,7,2)	31126.661353332667	olej napendowy
5488	(0,7,3)	31114.207365639417	benzyna lakowa
917	(0,7,4)	31053.473886228323	substancje chemiczne
3939	(0,7,5)	31050.156235629307	substancje chemiczne
4106	(0,7,6)	31044.12644059138	koparki zbierakowe
10669	(0,7,7)	31021.060207996405	koparki chwytakowe
7215	(0,7,8)	31015.690275460027	benzyna ekstrakcyjna
3199	(0,7,9)	30984.138114138706	substancje chemiczne
11854	(0,7,10)	30952.699282813286	ciecze pitne
12972	(0,7,11)	30934.209868349346	olej napendowy
7738	(0,7,12)	30933.74625221202	koparki chwytakowe
3660	(0,7,13)	30928.96086587845	zageszczarki nawrotne
14603	(0,7,14)	30913.584548165396	benzyna lakowa
11066	(0,7,15)	30888.396723035283	koparki zbierakowe
785	(0,7,16)	30875.225725792745	zageszczarki nawrotne
7611	(0,7,17)	30868.526362282515	koparki zbierakowe
1120	(0,7,18)	30845.318962713027	ciecze pitne
4697	(0,7,19)	30843.62518449653	benzyna lakowa
2534	(0,7,20)	30826.426827536845	benzyna ekstrakcyjna
7266	(0,7,21)	30807.648189013868	koparki zbierakowe
14364	(0,7,22)	30806.34567976495	koparki chwytakowe
11370	(0,7,23)	30778.4464690084	benzyna lakowa
5210	(0,7,24)	30737.827633390792	zageszczarki nawrotne
13505	(0,7,25)	30711.32006763201	zageszczarki jednokierunkowe
9955	(0,7,26)	30709.95456761729	substancje chemiczne
8637	(0,7,27)	30691.801150116906	wywrotki uniwersalne
14564	(0,7,28)	30683.369289751103	ciecze pitne
664	(0,7,29)	30656.247427989383	koparki chwytakowe
2169	(0,8,0)	30644.77201443007	substancje chemiczne
12637	(0,8,1)	30641.111967945253	wywrotki uniwersalne
2622	(0,8,2)	30593.350070592	ciecze pitne
13932	(0,8,3)	30566.264282672575	benzyna lakowa
4354	(0,8,4)	30536.97723328416	wywrotki uniwersalne
8155	(0,8,5)	30535.88712866938	substancje chemiczne
7030	(0,8,6)	30517.980906736935	ciecze pitne
1419	(0,8,7)	30509.733052934724	substancje chemiczne
8229	(0,8,8)	30507.667984803775	ciecze pitne
8082	(0,8,9)	30504.550139401552	olej napendowy
1394	(0,8,10)	30486.389472407696	koparki zbierakowe
3052	(0,8,11)	30477.379472215467	ciecze pitne
12937	(0,8,12)	30460.128348721228	ciecze pitne
14074	(0,8,13)	30438.335908119752	zageszczarki nawrotne
7905	(0,8,14)	30407.283393764483	benzyna lakowa
10632	(0,8,15)	30392.743700884752	ciecze pitne
2136	(0,8,16)	30380.863711941438	koparki chwytakowe
1100	(0,8,17)	30370.650947317517	zageszczarki jednokierunkowe
8263	(0,8,18)	30304.94649442156	olej napendowy
12237	(0,8,19)	30276.078895004688	benzyna ekstrakcyjna
7525	(0,8,20)	30245.951677369074	olej napendowy
4198	(0,8,21)	30241.538689384583	zageszczarki jednokierunkowe
1453	(0,8,22)	30237.735248587145	piasek wulkaniczny
13399	(0,8,23)	30217.55254398675	wywrotki uniwersalne
7031	(0,8,24)	30172.781369939286	benzyna ekstrakcyjna
86	(0,8,25)	30171.67261297718	wywrotki uniwersalne
2938	(0,8,26)	30165.974092084445	piasek kwarcowy
6997	(0,8,27)	30165.400375264122	koparki zbierakowe
5909	(0,8,28)	30160.22354572788	piasek polimineralny
9075	(0,8,29)	30153.63684285756	piasek wapienny
8411	(0,9,0)	30153.525879835386	olej napendowy
1037	(0,9,1)	30142.918343510093	koparki zbierakowe
11727	(0,9,2)	30135.164698974804	koparki chwytakowe
5293	(0,9,3)	30129.063171846537	żwir płukany
8726	(0,9,4)	30118.340540195426	piasek wapienny
